customer_id,signup_date,acquisition_channel,risk_tier_at_signup,income_band,region,age_band
6763,2025-02-23,organic,B,110k+,Other,35-44
6764,2025-02-17,organic,A,70-110k,Other,55+
6765,2025-02-11,affiliate,C,70-110k,Other,45-54
6766,2025-02-15,paid_search,A,70-110k,Other,35-44
6767,2025-02-12,paid_search,B,110k+,Other,45-54
6768,2025-02-23,paid_search,C,70-110k,Other,25-34
6769,2025-02-12,affiliate,C,<40k,Other,18-24
6770,2025-02-04,organic,B,40-70k,Other,45-54
6771,2025-02-12,organic,A,<40k,Other,25-34
6772,2025-02-15,organic,B,70-110k,Other,18-24
6773,2025-02-13,paid_search,C,110k+,NY,45-54
6774,2025-02-15,organic,A,110k+,NY,25-34
6775,2025-02-28,affiliate,A,110k+,Other,25-34
6776,2025-02-12,referral,A,110k+,NY,35-44
6777,2025-02-23,paid_search,B,70-110k,Other,45-54
6778,2025-02-28,organic,A,70-110k,NY,25-34
6779,2025-02-24,organic,B,70-110k,Other,55+
6780,2025-02-16,referral,A,70-110k,Other,55+
6781,2025-02-28,paid_search,A,70-110k,NJ,25-34
6782,2025-02-12,partnership,B,40-70k,NY,45-54
6783,2025-02-08,referral,A,40-70k,Other,35-44
6784,2025-02-24,referral,B,110k+,NJ,25-34
6785,2025-02-26,referral,A,70-110k,NJ,55+
6786,2025-02-04,paid_search,B,40-70k,Other,45-54
6787,2025-02-09,affiliate,C,40-70k,NY,35-44
6788,2025-02-09,referral,A,70-110k,Other,35-44
6789,2025-02-23,affiliate,A,<40k,Other,25-34
6790,2025-02-08,partnership,B,70-110k,NY,45-54
6791,2025-02-19,referral,A,70-110k,NY,25-34
6792,2025-02-27,affiliate,A,110k+,NJ,45-54
6793,2025-02-26,affiliate,B,70-110k,Other,25-34
6794,2025-02-25,affiliate,B,40-70k,Other,55+
6795,2025-02-15,paid_search,A,110k+,NY,35-44
6796,2025-02-17,organic,C,<40k,NY,45-54
6797,2025-02-21,affiliate,B,40-70k,Other,25-34
6798,2025-02-09,referral,A,110k+,Other,35-44
6799,2025-02-15,referral,A,110k+,NY,25-34
6800,2025-02-14,organic,A,70-110k,NY,25-34
6801,2025-02-23,partnership,B,70-110k,NY,35-44
6802,2025-02-16,organic,A,40-70k,NY,55+
6803,2025-02-13,affiliate,B,<40k,NY,18-24
6804,2025-02-16,referral,B,70-110k,NY,55+
6805,2025-02-05,referral,A,40-70k,NY,25-34
6806,2025-02-08,affiliate,C,40-70k,Other,25-34
6807,2025-02-23,affiliate,A,40-70k,NJ,18-24
6808,2025-02-04,paid_search,A,110k+,Other,18-24
6809,2025-02-20,partnership,C,40-70k,Other,55+
6810,2025-02-26,organic,A,110k+,NY,25-34
6811,2025-02-20,organic,B,70-110k,NY,25-34
6812,2025-02-18,partnership,A,40-70k,NY,25-34
6813,2025-02-21,organic,D,40-70k,Other,18-24
6814,2025-02-05,affiliate,A,70-110k,Other,35-44
6815,2025-02-04,paid_search,A,110k+,NJ,25-34
6816,2025-02-28,organic,B,<40k,NY,55+
6817,2025-02-12,organic,B,<40k,NY,25-34
6818,2025-02-12,organic,C,70-110k,Other,55+
6819,2025-02-05,organic,A,110k+,NJ,45-54
6820,2025-02-21,affiliate,C,40-70k,NY,25-34
6821,2025-02-01,affiliate,A,40-70k,NJ,35-44
6822,2025-02-05,paid_search,A,110k+,NY,25-34
6823,2025-02-07,partnership,A,110k+,NJ,25-34
6824,2025-02-27,partnership,A,40-70k,Other,35-44
6825,2025-02-27,affiliate,A,40-70k,NY,35-44
6826,2025-02-03,affiliate,B,70-110k,NY,25-34
6827,2025-02-04,affiliate,B,70-110k,NJ,45-54
6828,2025-02-27,organic,C,70-110k,NY,55+
6829,2025-02-18,organic,B,70-110k,Other,18-24
6830,2025-02-21,paid_search,B,70-110k,Other,25-34
6831,2025-02-16,partnership,D,<40k,Other,35-44
6832,2025-02-07,paid_search,B,70-110k,Other,18-24
6833,2025-02-21,referral,A,110k+,NY,35-44
6834,2025-02-06,organic,B,70-110k,Other,25-34
6835,2025-02-01,paid_search,B,70-110k,Other,25-34
6836,2025-02-24,organic,A,70-110k,NY,45-54
6837,2025-02-11,partnership,A,110k+,Other,35-44
6838,2025-02-02,paid_search,C,110k+,Other,35-44
6839,2025-02-13,affiliate,B,70-110k,Other,35-44
6840,2025-02-04,affiliate,B,40-70k,Other,45-54
6841,2025-02-14,organic,A,<40k,Other,25-34
6842,2025-02-19,partnership,B,40-70k,NJ,18-24
6843,2025-02-10,partnership,A,70-110k,NY,45-54
6844,2025-02-03,affiliate,D,40-70k,NJ,35-44
6845,2025-02-25,paid_search,A,70-110k,NJ,45-54
6846,2025-02-16,partnership,B,<40k,NJ,35-44
6847,2025-02-01,affiliate,C,40-70k,Other,25-34
6848,2025-02-17,referral,C,40-70k,Other,25-34
6849,2025-02-26,organic,C,70-110k,NY,35-44
6850,2025-02-01,referral,A,110k+,Other,35-44
6851,2025-02-23,referral,A,110k+,Other,35-44
6852,2025-02-11,paid_search,B,40-70k,NY,55+
6853,2025-02-20,partnership,B,<40k,NJ,25-34
6854,2025-02-01,organic,A,110k+,NY,25-34
6855,2025-02-26,organic,C,<40k,NY,35-44
6856,2025-02-28,affiliate,A,40-70k,Other,55+
6857,2025-02-16,organic,C,<40k,Other,35-44
6858,2025-02-07,organic,A,40-70k,Other,25-34
6859,2025-02-05,affiliate,C,<40k,NY,55+
6860,2025-02-20,referral,C,40-70k,Other,45-54
6861,2025-02-23,organic,A,70-110k,Other,25-34
6862,2025-02-19,organic,C,110k+,NJ,18-24
6863,2025-02-14,organic,C,40-70k,NY,45-54
6864,2025-02-22,organic,B,<40k,NY,45-54
6865,2025-02-21,referral,C,40-70k,NY,25-34
6866,2025-02-10,paid_search,B,40-70k,Other,18-24
6867,2025-02-22,affiliate,C,70-110k,Other,25-34
6868,2025-02-06,paid_search,B,40-70k,NJ,35-44
6869,2025-02-23,referral,C,70-110k,NY,35-44
6870,2025-02-15,paid_search,A,70-110k,NY,45-54
6871,2025-02-21,referral,C,40-70k,Other,45-54
6872,2025-02-20,affiliate,B,40-70k,NY,25-34
6873,2025-02-03,referral,A,70-110k,NY,35-44
6874,2025-02-22,paid_search,C,40-70k,NY,45-54
6875,2025-02-22,referral,A,70-110k,NY,25-34
6876,2025-02-02,paid_search,D,<40k,NY,25-34
6877,2025-02-07,affiliate,A,110k+,NY,18-24
6878,2025-02-22,affiliate,C,40-70k,NY,18-24
6879,2025-02-11,paid_search,C,40-70k,Other,35-44
6880,2025-02-04,paid_search,B,70-110k,Other,35-44
6881,2025-02-24,organic,C,<40k,NJ,35-44
6882,2025-02-15,referral,A,40-70k,NY,25-34
6883,2025-02-12,paid_search,C,<40k,Other,18-24
6884,2025-02-16,organic,B,40-70k,NY,35-44
6885,2025-02-12,affiliate,A,40-70k,Other,55+
6886,2025-02-04,partnership,B,40-70k,Other,35-44
6887,2025-02-16,organic,B,70-110k,NJ,45-54
6888,2025-02-27,paid_search,A,<40k,Other,45-54
6889,2025-02-27,affiliate,C,<40k,Other,55+
6890,2025-02-18,partnership,A,70-110k,NY,45-54
6891,2025-02-05,paid_search,A,70-110k,NY,18-24
6892,2025-02-07,paid_search,A,40-70k,Other,25-34
6893,2025-02-09,partnership,A,110k+,NY,35-44
6894,2025-02-02,organic,A,110k+,NJ,18-24
6895,2025-02-04,referral,B,40-70k,NY,25-34
6896,2025-02-22,partnership,B,70-110k,NY,45-54
6897,2025-02-13,referral,A,70-110k,NY,25-34
6898,2025-02-24,paid_search,B,70-110k,Other,35-44
6899,2025-02-02,organic,C,110k+,Other,25-34
6900,2025-02-03,affiliate,A,70-110k,NY,45-54
6901,2025-02-20,organic,A,70-110k,NY,45-54
6902,2025-02-08,organic,B,<40k,NJ,35-44
6903,2025-02-07,paid_search,C,40-70k,Other,25-34
6904,2025-02-18,paid_search,B,<40k,Other,35-44
6905,2025-02-26,paid_search,C,70-110k,NY,25-34
6906,2025-02-12,paid_search,A,40-70k,NY,45-54
6907,2025-02-22,organic,B,70-110k,NJ,25-34
6908,2025-02-10,affiliate,B,40-70k,Other,35-44
6909,2025-02-24,paid_search,A,70-110k,Other,18-24
6910,2025-02-12,affiliate,A,40-70k,Other,45-54
6911,2025-02-05,partnership,B,<40k,NY,25-34
6912,2025-02-15,partnership,A,70-110k,NY,18-24
6913,2025-02-09,referral,B,40-70k,Other,45-54
6914,2025-02-06,referral,B,110k+,Other,45-54
6915,2025-02-06,organic,B,70-110k,NJ,25-34
6916,2025-02-11,paid_search,A,70-110k,NY,55+
6917,2025-02-01,partnership,B,40-70k,NJ,45-54
6918,2025-02-02,partnership,C,40-70k,NY,45-54
6919,2025-02-17,organic,C,70-110k,Other,18-24
6920,2025-02-01,referral,C,<40k,NY,35-44
6921,2025-02-22,referral,A,70-110k,Other,18-24
6922,2025-02-28,referral,B,70-110k,Other,25-34
6923,2025-02-06,organic,A,<40k,Other,35-44
6924,2025-02-02,paid_search,B,40-70k,Other,45-54
6925,2025-02-06,paid_search,B,<40k,NJ,55+
6926,2025-02-02,paid_search,B,70-110k,NY,25-34
6927,2025-02-08,organic,A,40-70k,NY,35-44
6928,2025-02-25,organic,A,110k+,NJ,25-34
6929,2025-02-23,referral,A,40-70k,Other,35-44
6930,2025-02-28,paid_search,B,70-110k,NY,35-44
6931,2025-02-23,affiliate,A,40-70k,NY,35-44
6932,2025-02-24,organic,C,40-70k,NJ,45-54
6933,2025-02-17,referral,B,70-110k,NJ,25-34
6934,2025-02-04,referral,B,<40k,Other,18-24
6935,2025-02-22,affiliate,B,70-110k,NY,25-34
6936,2025-02-18,paid_search,A,110k+,Other,25-34
6937,2025-02-27,organic,A,110k+,Other,45-54
6938,2025-02-20,affiliate,A,<40k,Other,35-44
6939,2025-02-16,partnership,A,70-110k,Other,18-24
6940,2025-02-22,referral,C,40-70k,NY,18-24
6941,2025-02-19,organic,B,70-110k,NY,35-44
6942,2025-02-04,paid_search,B,40-70k,Other,25-34
6943,2025-02-18,paid_search,C,40-70k,NY,25-34
6944,2025-02-11,paid_search,D,<40k,NY,25-34
6945,2025-02-05,affiliate,B,40-70k,NY,35-44
6946,2025-02-08,affiliate,C,70-110k,Other,25-34
6947,2025-02-24,referral,A,<40k,Other,45-54
6948,2025-02-19,organic,B,40-70k,NJ,35-44
6949,2025-02-02,paid_search,A,70-110k,NY,18-24
6950,2025-02-10,affiliate,A,110k+,Other,45-54
6951,2025-02-20,partnership,C,<40k,NY,18-24
6952,2025-02-15,partnership,A,70-110k,NY,55+
6953,2025-02-22,referral,B,<40k,Other,45-54
6954,2025-02-18,paid_search,B,<40k,NJ,35-44
6955,2025-02-02,organic,B,40-70k,Other,25-34
6956,2025-02-25,partnership,D,<40k,Other,25-34
6957,2025-02-16,referral,B,110k+,NY,18-24
6958,2025-02-26,paid_search,D,70-110k,Other,25-34
6959,2025-02-07,organic,A,40-70k,Other,25-34
6960,2025-02-20,organic,A,110k+,Other,35-44
6961,2025-02-01,affiliate,D,40-70k,NY,55+
6962,2025-02-05,affiliate,D,<40k,NY,25-34
6963,2025-02-25,organic,A,40-70k,NY,35-44
6964,2025-02-25,organic,A,110k+,Other,25-34
6965,2025-02-27,affiliate,C,40-70k,Other,45-54
6966,2025-02-06,paid_search,C,70-110k,Other,25-34
6967,2025-02-25,organic,B,70-110k,Other,35-44
6968,2025-02-02,affiliate,A,70-110k,NJ,35-44
6969,2025-02-12,organic,B,110k+,NY,55+
6970,2025-02-13,organic,B,40-70k,NY,55+
6971,2025-02-23,organic,B,<40k,Other,25-34
6972,2025-02-20,paid_search,B,<40k,NY,25-34
6973,2025-02-11,organic,B,40-70k,Other,45-54
6974,2025-02-05,organic,B,110k+,Other,18-24
6975,2025-02-11,organic,A,70-110k,Other,55+
6976,2025-02-09,partnership,A,40-70k,Other,55+
6977,2025-02-19,partnership,B,40-70k,Other,25-34
6978,2025-02-03,organic,B,110k+,NY,25-34
6979,2025-02-12,affiliate,D,40-70k,NY,35-44
6980,2025-02-18,organic,B,40-70k,Other,25-34
6981,2025-02-19,referral,A,40-70k,NJ,45-54
6982,2025-02-20,organic,B,70-110k,NY,25-34
6983,2025-02-09,organic,A,110k+,Other,45-54
6984,2025-02-15,paid_search,A,110k+,Other,55+
6985,2025-02-03,organic,A,<40k,Other,35-44
6986,2025-02-13,organic,B,<40k,Other,25-34
6987,2025-02-28,paid_search,B,<40k,Other,25-34
6988,2025-02-24,affiliate,B,<40k,NY,35-44
6989,2025-02-18,organic,A,70-110k,NY,45-54
6990,2025-02-12,paid_search,C,70-110k,NY,35-44
6991,2025-02-26,referral,A,40-70k,Other,18-24
6992,2025-02-13,organic,A,110k+,NJ,25-34
6993,2025-02-22,organic,C,<40k,Other,25-34
6994,2025-02-17,paid_search,D,40-70k,NY,55+
6995,2025-02-01,organic,A,110k+,Other,25-34
6996,2025-02-20,partnership,B,<40k,Other,35-44
6997,2025-02-26,organic,A,110k+,Other,35-44
6998,2025-02-22,organic,B,<40k,Other,45-54
6999,2025-02-18,partnership,D,40-70k,NY,25-34
7000,2025-02-02,partnership,B,<40k,Other,25-34
7001,2025-02-01,partnership,B,70-110k,NY,45-54
7002,2025-02-24,organic,A,40-70k,NJ,25-34
7003,2025-02-14,paid_search,A,40-70k,NY,25-34
7004,2025-02-13,referral,A,110k+,NY,25-34
7005,2025-02-18,paid_search,A,<40k,NY,35-44
7006,2025-02-26,referral,B,70-110k,Other,55+
7007,2025-02-13,affiliate,A,<40k,NJ,35-44
7008,2025-02-16,partnership,B,40-70k,Other,35-44
7009,2025-02-16,organic,C,110k+,NJ,25-34
7010,2025-02-14,referral,A,40-70k,Other,55+
7011,2025-02-19,partnership,A,<40k,Other,35-44
7012,2025-02-06,partnership,C,40-70k,NY,25-34
7013,2025-02-11,referral,A,40-70k,NY,35-44
7014,2025-02-14,partnership,C,<40k,Other,25-34
7015,2025-02-15,affiliate,B,40-70k,Other,18-24
7016,2025-02-14,affiliate,B,110k+,NY,45-54
7017,2025-02-12,partnership,B,40-70k,NY,45-54
7018,2025-02-26,partnership,C,<40k,Other,45-54
7019,2025-02-23,affiliate,B,70-110k,NY,35-44
7020,2025-02-25,affiliate,D,40-70k,NY,35-44
7021,2025-02-17,referral,A,40-70k,NY,25-34
7022,2025-02-14,organic,A,40-70k,Other,55+
7023,2025-02-13,partnership,B,40-70k,Other,18-24
7024,2025-03-27,organic,A,70-110k,NJ,25-34
7025,2025-03-04,affiliate,A,70-110k,NJ,55+
7026,2025-03-18,paid_search,B,110k+,Other,18-24
7027,2025-03-09,organic,C,110k+,NJ,35-44
7028,2025-03-07,affiliate,A,<40k,NY,18-24
7029,2025-03-27,referral,A,70-110k,NY,25-34
7030,2025-03-30,organic,A,110k+,Other,18-24
7031,2025-03-28,paid_search,C,70-110k,Other,45-54
7032,2025-03-11,referral,A,40-70k,Other,45-54
7033,2025-03-03,referral,A,70-110k,Other,35-44
7034,2025-03-30,paid_search,B,<40k,NJ,25-34
7035,2025-03-17,organic,A,70-110k,NY,25-34
7036,2025-03-31,paid_search,A,70-110k,NY,18-24
7037,2025-03-06,paid_search,C,40-70k,NJ,35-44
7038,2025-03-30,paid_search,A,40-70k,NY,45-54
7039,2025-03-10,affiliate,B,70-110k,Other,25-34
7040,2025-03-25,partnership,C,40-70k,Other,35-44
7041,2025-03-04,affiliate,B,<40k,NY,25-34
7042,2025-03-23,referral,A,<40k,NY,55+
7043,2025-03-15,partnership,A,110k+,Other,25-34
7044,2025-03-30,paid_search,A,40-70k,NY,25-34
7045,2025-03-05,organic,C,40-70k,NJ,35-44
7046,2025-03-07,partnership,B,110k+,NJ,25-34
7047,2025-03-20,partnership,D,110k+,Other,45-54
7048,2025-03-26,paid_search,A,70-110k,NY,35-44
7049,2025-03-28,organic,C,40-70k,NJ,45-54
7050,2025-03-04,affiliate,A,70-110k,Other,18-24
7051,2025-03-01,organic,A,<40k,NY,35-44
7052,2025-03-12,partnership,B,40-70k,Other,25-34
7053,2025-03-04,organic,C,40-70k,Other,25-34
7054,2025-03-13,affiliate,C,40-70k,Other,25-34
7055,2025-03-15,paid_search,C,40-70k,NY,35-44
7056,2025-03-31,paid_search,A,110k+,NY,45-54
7057,2025-03-02,partnership,B,40-70k,Other,35-44
7058,2025-03-10,paid_search,B,70-110k,Other,45-54
7059,2025-03-11,organic,A,40-70k,Other,35-44
7060,2025-03-18,organic,C,110k+,Other,35-44
7061,2025-03-10,organic,B,40-70k,NY,45-54
7062,2025-03-20,paid_search,C,<40k,Other,45-54
7063,2025-03-27,organic,A,<40k,Other,18-24
7064,2025-03-22,paid_search,A,70-110k,Other,45-54
7065,2025-03-21,affiliate,B,70-110k,Other,35-44
7066,2025-03-04,referral,A,70-110k,NJ,18-24
7067,2025-03-28,organic,A,40-70k,NY,35-44
7068,2025-03-18,referral,A,40-70k,Other,45-54
7069,2025-03-06,referral,B,40-70k,Other,45-54
7070,2025-03-20,affiliate,A,40-70k,NJ,25-34
7071,2025-03-16,partnership,A,40-70k,NJ,35-44
7072,2025-03-29,paid_search,B,110k+,NY,45-54
7073,2025-03-21,organic,A,70-110k,Other,35-44
7074,2025-03-30,referral,B,70-110k,Other,25-34
7075,2025-03-31,referral,A,110k+,Other,25-34
7076,2025-03-08,paid_search,D,110k+,NJ,35-44
7077,2025-03-10,organic,A,70-110k,Other,25-34
7078,2025-03-07,organic,A,110k+,NJ,55+
7079,2025-03-08,paid_search,A,<40k,Other,25-34
7080,2025-03-22,referral,B,<40k,Other,25-34
7081,2025-03-30,organic,B,110k+,NY,25-34
7082,2025-03-16,affiliate,C,110k+,NY,55+
7083,2025-03-26,partnership,C,70-110k,NJ,35-44
7084,2025-03-24,paid_search,B,70-110k,NY,35-44
7085,2025-03-09,affiliate,C,40-70k,Other,25-34
7086,2025-03-27,paid_search,A,<40k,NJ,35-44
7087,2025-03-15,organic,B,<40k,NY,45-54
7088,2025-03-01,paid_search,A,110k+,Other,55+
7089,2025-03-23,organic,B,110k+,Other,25-34
7090,2025-03-28,affiliate,C,<40k,Other,25-34
7091,2025-03-08,paid_search,C,70-110k,Other,25-34
7092,2025-03-09,partnership,D,40-70k,NJ,25-34
7093,2025-03-23,affiliate,A,<40k,Other,18-24
7094,2025-03-31,referral,A,70-110k,NJ,45-54
7095,2025-03-09,partnership,A,70-110k,Other,25-34
7096,2025-03-14,partnership,B,110k+,NJ,45-54
7097,2025-03-22,paid_search,D,<40k,Other,35-44
7098,2025-03-27,paid_search,D,40-70k,Other,25-34
7099,2025-03-02,partnership,B,70-110k,Other,25-34
7100,2025-03-07,partnership,A,110k+,Other,18-24
7101,2025-03-28,affiliate,B,110k+,Other,25-34
7102,2025-03-17,organic,B,40-70k,NJ,45-54
7103,2025-03-24,organic,A,70-110k,NY,25-34
7104,2025-03-02,organic,A,110k+,NJ,35-44
7105,2025-03-03,organic,A,110k+,Other,55+
7106,2025-03-23,partnership,A,70-110k,NY,25-34
7107,2025-03-12,affiliate,B,70-110k,NY,35-44
7108,2025-03-30,paid_search,B,40-70k,Other,35-44
7109,2025-03-14,organic,C,70-110k,Other,25-34
7110,2025-03-27,partnership,C,110k+,NY,35-44
7111,2025-03-17,organic,C,40-70k,NJ,45-54
7112,2025-03-22,organic,C,<40k,NJ,25-34
7113,2025-03-21,partnership,A,<40k,Other,45-54
7114,2025-03-04,affiliate,D,70-110k,Other,18-24
7115,2025-03-25,organic,A,<40k,Other,55+
7116,2025-03-31,organic,A,70-110k,NJ,25-34
7117,2025-03-12,paid_search,C,40-70k,NJ,55+
7118,2025-03-11,affiliate,A,40-70k,Other,35-44
7119,2025-03-19,organic,B,40-70k,NY,25-34
7120,2025-03-20,affiliate,C,<40k,Other,18-24
7121,2025-03-12,paid_search,C,110k+,NY,35-44
7122,2025-03-09,affiliate,C,40-70k,Other,25-34
7123,2025-03-31,partnership,D,40-70k,NY,35-44
7124,2025-03-26,partnership,A,70-110k,NY,45-54
7125,2025-03-18,organic,A,70-110k,Other,55+
7126,2025-03-12,organic,B,<40k,Other,25-34
7127,2025-03-11,organic,A,110k+,NY,25-34
7128,2025-03-13,organic,B,40-70k,NJ,45-54
7129,2025-03-19,paid_search,C,110k+,NY,35-44
7130,2025-03-01,organic,C,<40k,NJ,18-24
7131,2025-03-21,partnership,A,40-70k,Other,35-44
7132,2025-03-18,partnership,A,70-110k,NY,25-34
7133,2025-03-05,partnership,C,40-70k,Other,25-34
7134,2025-03-08,paid_search,A,110k+,NY,25-34
7135,2025-03-09,partnership,B,70-110k,Other,55+
7136,2025-03-29,affiliate,A,40-70k,Other,25-34
7137,2025-03-29,affiliate,B,40-70k,Other,55+
7138,2025-03-25,organic,A,<40k,Other,25-34
7139,2025-03-22,referral,A,40-70k,NY,25-34
7140,2025-03-30,paid_search,A,<40k,Other,25-34
7141,2025-03-23,organic,B,70-110k,NJ,55+
7142,2025-03-13,paid_search,A,40-70k,Other,25-34
7143,2025-03-12,organic,A,110k+,Other,35-44
7144,2025-03-21,referral,A,70-110k,NY,25-34
7145,2025-03-13,affiliate,B,40-70k,NY,35-44
7146,2025-03-15,referral,B,40-70k,Other,45-54
7147,2025-03-31,referral,B,40-70k,Other,35-44
7148,2025-03-29,affiliate,B,70-110k,NY,25-34
7149,2025-03-19,partnership,C,<40k,Other,55+
7150,2025-03-11,referral,A,110k+,Other,45-54
7151,2025-03-14,organic,B,110k+,NY,35-44
7152,2025-03-11,organic,A,110k+,NJ,45-54
7153,2025-03-13,paid_search,A,40-70k,Other,25-34
7154,2025-03-12,affiliate,B,70-110k,NY,25-34
7155,2025-03-14,partnership,A,110k+,NY,25-34
7156,2025-03-16,paid_search,D,70-110k,Other,35-44
7157,2025-03-20,partnership,C,110k+,Other,35-44
7158,2025-03-28,affiliate,C,70-110k,Other,45-54
7159,2025-03-17,paid_search,A,70-110k,NJ,25-34
7160,2025-03-07,affiliate,A,40-70k,NJ,25-34
7161,2025-03-06,referral,B,110k+,NY,25-34
7162,2025-03-21,paid_search,A,110k+,NY,25-34
7163,2025-03-31,paid_search,A,40-70k,Other,35-44
7164,2025-03-10,affiliate,A,70-110k,Other,55+
7165,2025-03-03,paid_search,C,70-110k,Other,25-34
7166,2025-03-03,organic,A,70-110k,NY,25-34
7167,2025-03-09,referral,B,70-110k,NY,35-44
7168,2025-03-30,organic,A,<40k,NJ,18-24
7169,2025-03-25,organic,D,40-70k,Other,55+
7170,2025-03-25,referral,A,70-110k,Other,18-24
7171,2025-03-11,affiliate,B,40-70k,Other,45-54
7172,2025-03-30,paid_search,B,40-70k,Other,35-44
7173,2025-03-13,paid_search,B,110k+,NY,25-34
7174,2025-03-13,organic,A,70-110k,Other,25-34
7175,2025-03-30,organic,A,110k+,NY,45-54
7176,2025-03-24,referral,C,70-110k,NY,35-44
7177,2025-03-09,organic,A,40-70k,NY,18-24
7178,2025-03-21,organic,D,40-70k,NY,35-44
7179,2025-03-11,partnership,B,40-70k,NY,35-44
7180,2025-03-20,referral,B,<40k,Other,35-44
7181,2025-03-05,partnership,B,<40k,Other,25-34
7182,2025-03-02,organic,A,110k+,NJ,18-24
7183,2025-03-30,organic,A,40-70k,Other,25-34
7184,2025-03-03,referral,A,70-110k,NY,25-34
7185,2025-03-13,affiliate,B,110k+,Other,18-24
7186,2025-03-07,partnership,A,40-70k,NJ,55+
7187,2025-03-01,paid_search,A,40-70k,NJ,18-24
7188,2025-03-24,partnership,B,<40k,Other,25-34
7189,2025-03-09,referral,B,70-110k,NY,25-34
7190,2025-03-25,paid_search,B,70-110k,NJ,35-44
7191,2025-03-18,paid_search,B,40-70k,Other,18-24
7192,2025-03-21,organic,A,110k+,Other,35-44
7193,2025-03-21,partnership,C,40-70k,NJ,25-34
7194,2025-03-06,organic,A,<40k,Other,35-44
7195,2025-03-15,organic,C,<40k,NY,35-44
7196,2025-03-25,affiliate,A,70-110k,NY,25-34
7197,2025-03-08,partnership,B,70-110k,NY,25-34
7198,2025-03-04,paid_search,A,40-70k,Other,35-44
7199,2025-03-13,referral,A,40-70k,NY,25-34
7200,2025-03-28,organic,C,<40k,Other,45-54
7201,2025-03-10,paid_search,C,40-70k,NY,45-54
7202,2025-03-12,affiliate,C,40-70k,NY,25-34
7203,2025-03-04,affiliate,A,40-70k,NJ,45-54
7204,2025-03-23,affiliate,B,70-110k,Other,35-44
7205,2025-03-11,affiliate,B,70-110k,NY,55+
7206,2025-03-06,partnership,A,70-110k,NJ,25-34
7207,2025-03-04,partnership,A,<40k,Other,25-34
7208,2025-03-10,referral,A,110k+,Other,45-54
7209,2025-03-07,referral,A,40-70k,NY,45-54
7210,2025-03-16,paid_search,C,70-110k,Other,25-34
7211,2025-03-14,partnership,A,70-110k,NY,35-44
7212,2025-03-16,paid_search,C,40-70k,Other,35-44
7213,2025-03-12,affiliate,A,40-70k,NJ,45-54
7214,2025-03-04,organic,A,40-70k,NY,45-54
7215,2025-03-25,paid_search,A,70-110k,NY,45-54
7216,2025-03-17,referral,A,<40k,NJ,45-54
7217,2025-03-06,affiliate,D,70-110k,NJ,35-44
7218,2025-03-03,organic,B,40-70k,NY,35-44
7219,2025-03-30,paid_search,D,<40k,NY,18-24
7220,2025-03-29,paid_search,A,70-110k,NY,35-44
7221,2025-03-06,partnership,C,<40k,Other,45-54
7222,2025-03-14,organic,B,40-70k,Other,25-34
7223,2025-03-19,affiliate,A,40-70k,Other,25-34
7224,2025-03-14,partnership,B,70-110k,Other,35-44
7225,2025-03-26,affiliate,A,70-110k,NY,25-34
7226,2025-03-18,organic,A,70-110k,NY,35-44
7227,2025-03-09,partnership,A,40-70k,NY,25-34
7228,2025-03-25,partnership,C,40-70k,Other,25-34
7229,2025-03-28,paid_search,A,40-70k,NY,45-54
7230,2025-03-03,organic,A,110k+,Other,25-34
7231,2025-03-27,affiliate,D,<40k,Other,25-34
7232,2025-03-22,paid_search,B,<40k,Other,25-34
7233,2025-03-29,paid_search,B,110k+,NY,55+
7234,2025-03-29,paid_search,B,70-110k,NJ,45-54
7235,2025-03-02,paid_search,C,40-70k,Other,55+
7236,2025-03-14,partnership,C,110k+,Other,25-34
7237,2025-03-03,referral,B,70-110k,NY,25-34
7238,2025-03-01,partnership,A,70-110k,Other,45-54
7239,2025-03-29,organic,A,<40k,NY,35-44
7240,2025-03-08,paid_search,C,70-110k,NY,45-54
7241,2025-03-02,organic,B,110k+,Other,35-44
7242,2025-03-30,affiliate,C,40-70k,Other,45-54
7243,2025-03-13,affiliate,C,<40k,Other,25-34
7244,2025-03-04,referral,B,110k+,NY,35-44
7245,2025-03-08,paid_search,B,70-110k,NY,55+
7246,2025-03-01,organic,D,40-70k,NJ,35-44
7247,2025-03-21,affiliate,A,70-110k,NY,25-34
7248,2025-03-30,paid_search,A,70-110k,Other,35-44
7249,2025-03-13,organic,A,40-70k,NJ,35-44
7250,2025-03-27,paid_search,A,70-110k,NJ,55+
7251,2025-03-11,organic,A,<40k,NY,25-34
7252,2025-03-15,organic,A,110k+,Other,18-24
7253,2025-03-07,paid_search,C,<40k,Other,18-24
7254,2025-03-01,partnership,A,70-110k,NY,18-24
7255,2025-03-06,referral,B,70-110k,Other,35-44
7256,2025-03-19,organic,A,70-110k,Other,18-24
7257,2025-03-04,paid_search,A,70-110k,Other,25-34
7258,2025-03-26,partnership,B,<40k,NJ,45-54
7259,2025-03-29,referral,A,40-70k,Other,25-34
7260,2025-03-09,partnership,C,110k+,Other,45-54
7261,2025-03-09,paid_search,C,70-110k,Other,18-24
7262,2025-03-06,referral,B,40-70k,NY,35-44
7263,2025-03-13,partnership,A,<40k,Other,18-24
7264,2025-03-29,organic,C,110k+,Other,25-34
7265,2025-03-13,organic,B,<40k,Other,25-34
7266,2025-03-24,referral,A,40-70k,Other,25-34
