customer_id,first_loan_id,first_loan_date,second_loan_id,second_loan_date,daydate_180,inactive_flag,acquisition_channel,risk_tier_at_signup,income_band,age_band,region
4020,1284,2024-08-28,NULL,NULL,2025-02-24,1,partnership,A,70-110k,25-34,NY
4021,3647,2025-05-18,7841,2025-06-17,2025-11-14,0,partnership,A,70-110k,25-34,NY
4024,2558,2025-01-19,NULL,NULL,2025-07-18,1,paid_search,B,110k+,55+,NJ
4025,3852,2025-06-28,NULL,NULL,2025-12-25,1,organic,A,70-110k,35-44,Other
4030,3018,2025-03-17,7842,2025-07-24,2025-09-13,0,organic,A,40-70k,55+,Other
4032,1735,2024-10-21,NULL,NULL,2025-04-19,1,organic,B,40-70k,35-44,NY
4033,1629,2024-09-18,NULL,NULL,2025-03-17,1,affiliate,A,70-110k,35-44,NY
4036,1275,2024-07-14,NULL,NULL,2025-01-10,1,affiliate,A,40-70k,35-44,Other
4041,1230,2024-07-20,7843,2024-07-27,2025-01-16,0,affiliate,A,70-110k,35-44,NY
4044,4309,2025-07-30,NULL,NULL,2026-01-26,NULL,organic,A,70-110k,55+,Other
4045,1845,2024-10-23,7844,2024-12-28,2025-04-21,0,organic,A,70-110k,18-24,NY
4046,5252,2025-09-14,NULL,NULL,2026-03-13,NULL,partnership,A,<40k,25-34,NJ
4048,1140,2024-07-16,NULL,NULL,2025-01-12,1,organic,A,<40k,18-24,Other
4049,2687,2025-02-16,7845,2025-05-17,2025-08-15,0,affiliate,A,70-110k,25-34,NY
4054,4925,2025-08-31,NULL,NULL,2026-02-27,NULL,referral,A,40-70k,45-54,Other
4055,2517,2025-01-28,7846,2025-03-24,2025-07-27,0,organic,A,70-110k,35-44,Other
4056,1477,2024-09-05,7847,2025-03-04,2025-03-04,0,paid_search,B,70-110k,35-44,Other
4058,2035,2024-11-26,NULL,NULL,2025-05-25,1,organic,A,70-110k,55+,NJ
4059,5498,2025-10-18,NULL,NULL,2026-04-16,NULL,affiliate,A,70-110k,18-24,Other
4060,2116,2024-11-13,7848,2025-02-17,2025-05-12,0,affiliate,B,<40k,45-54,Other
4061,1731,2024-10-08,NULL,NULL,2025-04-06,1,organic,A,70-110k,25-34,Other
4064,4478,2025-07-08,NULL,NULL,2026-01-04,NULL,organic,B,70-110k,35-44,Other
4067,4493,2025-07-31,NULL,NULL,2026-01-27,NULL,organic,A,110k+,25-34,Other
4070,5942,2025-10-24,NULL,NULL,2026-04-22,NULL,partnership,B,70-110k,35-44,Other
4072,2217,2024-12-07,NULL,NULL,2025-06-05,1,organic,A,40-70k,25-34,Other
4076,2831,2025-02-03,NULL,NULL,2025-08-02,1,paid_search,B,70-110k,25-34,NJ
4077,4999,2025-09-24,NULL,NULL,2026-03-23,NULL,affiliate,A,<40k,35-44,NY
4079,6800,2025-12-10,NULL,NULL,2026-06-08,NULL,partnership,B,70-110k,25-34,Other
4080,1625,2024-09-06,7849,2024-12-29,2025-03-05,0,organic,A,40-70k,25-34,NJ
4083,2336,2024-12-11,NULL,NULL,2025-06-09,1,partnership,D,<40k,35-44,Other
4085,2900,2025-03-01,7850,2025-03-23,2025-08-28,0,affiliate,A,70-110k,45-54,NY
4087,4155,2025-06-28,NULL,NULL,2025-12-25,1,paid_search,A,<40k,18-24,Other
4088,4103,2025-06-19,7851,2025-08-22,2025-12-16,0,organic,A,<40k,35-44,NY
4090,4980,2025-08-13,NULL,NULL,2026-02-09,NULL,paid_search,B,70-110k,45-54,Other
4091,1778,2024-10-15,7852,2024-12-01,2025-04-13,0,affiliate,C,70-110k,35-44,Other
4092,2523,2025-01-14,7853,2025-03-07,2025-07-13,0,organic,B,40-70k,55+,NY
4096,4529,2025-07-01,NULL,NULL,2025-12-28,1,organic,B,<40k,35-44,Other
4097,4413,2025-07-31,NULL,NULL,2026-01-27,NULL,partnership,A,40-70k,18-24,NY
4099,6552,2025-12-07,NULL,NULL,2026-06-05,NULL,referral,C,70-110k,25-34,NY
4100,5277,2025-09-28,NULL,NULL,2026-03-27,NULL,partnership,A,40-70k,25-34,NJ
4102,3811,2025-05-27,7854,2025-07-09,2025-11-23,0,partnership,A,110k+,45-54,NJ
4104,5904,2025-10-18,NULL,NULL,2026-04-16,NULL,affiliate,A,110k+,25-34,Other
4105,4419,2025-07-16,NULL,NULL,2026-01-12,NULL,paid_search,B,110k+,18-24,NY
4106,1174,2024-07-04,NULL,NULL,2024-12-31,1,affiliate,C,70-110k,35-44,NY
4107,1969,2024-11-16,7855,2024-12-11,2025-05-15,0,organic,A,70-110k,25-34,Other
4109,4009,2025-06-15,NULL,NULL,2025-12-12,1,organic,A,40-70k,45-54,NY
4111,1255,2024-07-04,NULL,NULL,2024-12-31,1,affiliate,A,40-70k,18-24,Other
4113,3493,2025-04-08,NULL,NULL,2025-10-05,1,organic,A,70-110k,45-54,NY
4118,3928,2025-06-12,NULL,NULL,2025-12-09,1,referral,A,70-110k,45-54,Other
4120,1618,2024-09-20,NULL,NULL,2025-03-19,1,affiliate,A,70-110k,55+,Other
4122,3005,2025-03-29,NULL,NULL,2025-09-25,1,affiliate,C,110k+,25-34,NJ
4126,4100,2025-06-02,NULL,NULL,2025-11-29,1,affiliate,A,40-70k,45-54,NY
4127,1475,2024-09-14,NULL,NULL,2025-03-13,1,paid_search,C,40-70k,25-34,Other
4129,1376,2024-08-04,7856,2024-09-06,2025-01-31,0,organic,A,70-110k,18-24,NY
4130,2475,2025-01-02,NULL,NULL,2025-07-01,1,paid_search,A,<40k,25-34,NY
4131,1675,2024-10-24,NULL,NULL,2025-04-22,1,referral,B,40-70k,55+,NY
4133,2815,2025-02-07,NULL,NULL,2025-08-06,1,partnership,D,<40k,45-54,NY
4134,2483,2025-01-28,NULL,NULL,2025-07-27,1,affiliate,C,<40k,25-34,NY
4135,2531,2025-01-15,7857,2025-07-14,2025-07-14,0,referral,A,40-70k,45-54,Other
4140,2279,2024-12-04,NULL,NULL,2025-06-02,1,organic,B,40-70k,55+,NY
4141,1820,2024-10-15,NULL,NULL,2025-04-13,1,organic,A,110k+,45-54,Other
4143,1858,2024-10-15,NULL,NULL,2025-04-13,1,organic,A,40-70k,35-44,NJ
4144,3539,2025-05-03,NULL,NULL,2025-10-30,1,organic,A,40-70k,35-44,NY
4145,2426,2024-12-01,NULL,NULL,2025-05-30,1,referral,A,70-110k,35-44,NY
4147,1184,2024-07-07,NULL,NULL,2025-01-03,1,partnership,A,40-70k,45-54,Other
4148,2739,2025-02-16,7858,2025-05-10,2025-08-15,0,organic,B,40-70k,45-54,NY
4151,3085,2025-03-07,7859,2025-06-19,2025-09-03,0,referral,A,70-110k,18-24,NY
4153,5240,2025-09-11,NULL,NULL,2026-03-10,NULL,affiliate,B,70-110k,35-44,NY
4158,1393,2024-08-01,NULL,NULL,2025-01-28,1,organic,A,110k+,45-54,NY
4159,1219,2024-07-27,7860,2024-12-24,2025-01-23,0,partnership,A,40-70k,25-34,NY
4164,3254,2025-04-04,NULL,NULL,2025-10-01,1,paid_search,A,110k+,45-54,Other
4165,2047,2024-11-24,NULL,NULL,2025-05-23,1,paid_search,A,110k+,55+,NY
4166,1317,2024-08-09,NULL,NULL,2025-02-05,1,partnership,A,70-110k,45-54,NY
4167,3986,2025-06-11,NULL,NULL,2025-12-08,1,partnership,A,110k+,25-34,Other
4171,3156,2025-03-16,NULL,NULL,2025-09-12,1,organic,B,70-110k,25-34,NJ
4172,3088,2025-03-13,NULL,NULL,2025-09-09,1,organic,C,70-110k,25-34,Other
4174,2946,2025-03-10,7861,2025-05-07,2025-09-06,0,partnership,A,40-70k,25-34,NY
4176,4680,2025-08-25,NULL,NULL,2026-02-21,NULL,organic,B,40-70k,45-54,NY
4177,4598,2025-08-13,NULL,NULL,2026-02-09,NULL,referral,A,40-70k,55+,NJ
4178,2015,2024-11-23,NULL,NULL,2025-05-22,1,referral,A,110k+,18-24,NY
4182,4342,2025-07-28,NULL,NULL,2026-01-24,NULL,affiliate,A,70-110k,25-34,NY
4185,1542,2024-09-21,7862,2024-12-16,2025-03-20,0,organic,A,110k+,55+,NY
4190,2572,2025-01-18,NULL,NULL,2025-07-17,1,partnership,A,40-70k,25-34,Other
4198,4381,2025-07-11,NULL,NULL,2026-01-07,NULL,affiliate,B,70-110k,18-24,NY
4200,1486,2024-09-26,NULL,NULL,2025-03-25,1,affiliate,B,70-110k,25-34,NJ
4204,1267,2024-07-18,7863,2024-10-05,2025-01-14,0,affiliate,A,40-70k,25-34,Other
4207,1335,2024-08-06,7864,2024-11-14,2025-02-02,0,paid_search,A,70-110k,45-54,NY
4210,2152,2024-12-11,NULL,NULL,2025-06-09,1,organic,A,<40k,18-24,Other
4211,2873,2025-02-12,7865,2025-04-09,2025-08-11,0,referral,C,40-70k,25-34,Other
4212,2474,2025-01-10,NULL,NULL,2025-07-09,1,organic,A,40-70k,35-44,NJ
4213,1260,2024-07-22,NULL,NULL,2025-01-18,1,partnership,A,40-70k,25-34,Other
4216,3339,2025-04-11,NULL,NULL,2025-10-08,1,partnership,A,110k+,25-34,NY
4217,1285,2024-08-13,NULL,NULL,2025-02-09,1,referral,A,70-110k,55+,NY
4219,5512,2025-10-16,NULL,NULL,2026-04-14,NULL,affiliate,A,110k+,45-54,NJ
4220,1742,2024-10-09,NULL,NULL,2025-04-07,1,organic,B,70-110k,25-34,NY
4222,1349,2024-08-28,NULL,NULL,2025-02-24,1,paid_search,A,40-70k,45-54,NY
4223,2389,2024-12-07,7866,2025-03-08,2025-06-05,0,referral,A,110k+,25-34,Other
4225,3421,2025-04-10,NULL,NULL,2025-10-07,1,paid_search,B,<40k,25-34,Other
4226,4738,2025-08-19,NULL,NULL,2026-02-15,NULL,affiliate,A,110k+,18-24,NY
4227,4334,2025-07-12,NULL,NULL,2026-01-08,NULL,paid_search,A,40-70k,35-44,NJ
4228,2548,2025-01-17,NULL,NULL,2025-07-16,1,affiliate,A,70-110k,25-34,NY
4230,4819,2025-08-28,NULL,NULL,2026-02-24,NULL,paid_search,B,70-110k,45-54,Other
4231,5620,2025-10-13,NULL,NULL,2026-04-11,NULL,referral,A,<40k,18-24,NY
4232,6036,2025-11-02,NULL,NULL,2026-05-01,NULL,organic,A,<40k,35-44,NJ
4234,6369,2025-11-21,NULL,NULL,2026-05-20,NULL,affiliate,D,40-70k,25-34,Other
4236,1612,2024-09-25,NULL,NULL,2025-03-24,1,paid_search,B,70-110k,45-54,Other
4237,1701,2024-10-12,7867,2025-02-14,2025-04-10,0,organic,A,<40k,45-54,Other
4241,1478,2024-09-19,NULL,NULL,2025-03-18,1,organic,A,70-110k,55+,Other
4243,2305,2024-12-05,NULL,NULL,2025-06-03,1,paid_search,A,110k+,18-24,NY
4245,1228,2024-07-08,7868,2024-08-20,2025-01-04,0,affiliate,A,40-70k,45-54,Other
4247,2023,2024-11-06,7869,2025-01-15,2025-05-05,0,partnership,B,<40k,35-44,NY
4249,2022,2024-11-06,7870,2024-12-12,2025-05-05,0,affiliate,A,70-110k,35-44,NY
4250,2987,2025-03-16,NULL,NULL,2025-09-12,1,paid_search,A,40-70k,35-44,Other
4254,3014,2025-03-09,NULL,NULL,2025-09-05,1,referral,B,<40k,25-34,NJ
4255,2793,2025-02-04,NULL,NULL,2025-08-03,1,organic,B,70-110k,25-34,Other
4256,1906,2024-11-23,7871,2025-02-11,2025-05-22,0,paid_search,C,70-110k,45-54,Other
4257,2891,2025-03-03,7872,2025-03-24,2025-08-30,0,affiliate,A,110k+,45-54,Other
4258,1454,2024-09-07,7873,2024-11-02,2025-03-06,0,organic,A,40-70k,35-44,NY
4260,3420,2025-04-27,NULL,NULL,2025-10-24,1,paid_search,A,40-70k,45-54,NJ
4262,5015,2025-09-02,NULL,NULL,2026-03-01,NULL,affiliate,A,70-110k,45-54,Other
4264,1413,2024-08-08,NULL,NULL,2025-02-04,1,partnership,B,40-70k,55+,NY
4267,1603,2024-09-14,7874,2025-01-11,2025-03-13,0,partnership,B,40-70k,35-44,NJ
4269,2510,2025-01-11,NULL,NULL,2025-07-10,1,paid_search,A,70-110k,35-44,Other
4270,1816,2024-10-06,7875,2024-11-11,2025-04-04,0,paid_search,B,40-70k,18-24,NY
4272,6490,2025-11-23,NULL,NULL,2026-05-22,NULL,affiliate,B,<40k,25-34,NY
4274,6710,2025-12-26,NULL,NULL,2026-06-24,NULL,paid_search,B,40-70k,25-34,Other
4275,2122,2024-11-02,NULL,NULL,2025-05-01,1,partnership,C,40-70k,45-54,NJ
4277,6452,2025-11-28,NULL,NULL,2026-05-27,NULL,affiliate,B,70-110k,25-34,Other
4279,3623,2025-05-25,7876,2025-07-03,2025-11-21,0,paid_search,A,110k+,25-34,NY
4281,2925,2025-03-22,NULL,NULL,2025-09-18,1,partnership,B,110k+,18-24,NY
4282,2788,2025-02-27,7877,2025-03-31,2025-08-26,0,partnership,A,110k+,35-44,NY
4285,3398,2025-04-29,NULL,NULL,2025-10-26,1,partnership,A,<40k,25-34,NY
4287,1966,2024-11-29,NULL,NULL,2025-05-28,1,organic,C,40-70k,18-24,NY
4290,5796,2025-10-31,NULL,NULL,2026-04-29,NULL,affiliate,A,70-110k,25-34,Other
4292,1855,2024-10-09,NULL,NULL,2025-04-07,1,organic,B,<40k,45-54,NY
4294,1684,2024-10-25,7878,2024-12-27,2025-04-23,0,partnership,A,110k+,25-34,NJ
4295,4090,2025-06-09,NULL,NULL,2025-12-06,1,partnership,A,110k+,25-34,NY
4296,7156,2025-12-27,NULL,NULL,2026-06-25,NULL,partnership,A,<40k,18-24,NY
4299,1348,2024-08-09,NULL,NULL,2025-02-05,1,paid_search,A,70-110k,25-34,NY
4303,3746,2025-05-22,7879,2025-11-18,2025-11-18,0,partnership,B,<40k,35-44,NJ
4306,1775,2024-10-30,7880,2025-03-30,2025-04-28,0,paid_search,A,40-70k,25-34,NY
4307,3276,2025-04-30,NULL,NULL,2025-10-27,1,affiliate,B,40-70k,35-44,Other
4308,2595,2025-01-04,7881,2025-01-21,2025-07-03,0,affiliate,A,70-110k,35-44,Other
4309,1934,2024-11-28,NULL,NULL,2025-05-27,1,paid_search,B,40-70k,25-34,Other
4311,1444,2024-09-30,NULL,NULL,2025-03-29,1,affiliate,C,40-70k,55+,NJ
4312,3608,2025-05-09,NULL,NULL,2025-11-05,1,paid_search,A,40-70k,25-34,Other
4316,3898,2025-06-28,7882,2025-08-06,2025-12-25,0,partnership,A,110k+,25-34,NY
4320,4091,2025-06-29,7883,2025-11-26,2025-12-26,0,organic,B,40-70k,35-44,Other
4321,6166,2025-11-10,NULL,NULL,2026-05-09,NULL,organic,A,40-70k,18-24,NY
4322,3432,2025-04-28,NULL,NULL,2025-10-25,1,partnership,A,40-70k,55+,Other
4325,4125,2025-06-11,NULL,NULL,2025-12-08,1,organic,A,70-110k,25-34,NY
4326,2337,2024-12-16,7884,2025-03-24,2025-06-14,0,organic,B,70-110k,25-34,NY
4328,1850,2024-10-13,7885,2025-04-11,2025-04-11,0,referral,B,<40k,55+,Other
4330,5269,2025-09-23,NULL,NULL,2026-03-22,NULL,paid_search,B,70-110k,55+,NJ
4331,6654,2025-12-24,NULL,NULL,2026-06-22,NULL,paid_search,A,110k+,25-34,Other
4333,3223,2025-04-14,7886,2025-08-17,2025-10-11,0,affiliate,A,110k+,35-44,NJ
4334,2920,2025-03-30,NULL,NULL,2025-09-26,1,paid_search,B,110k+,55+,NY
4337,2534,2025-01-02,NULL,NULL,2025-07-01,1,affiliate,A,40-70k,55+,Other
4338,3679,2025-05-20,7887,2025-05-27,2025-11-16,0,partnership,B,<40k,25-34,NY
4339,2320,2024-12-08,7888,2025-01-24,2025-06-06,0,affiliate,A,110k+,25-34,NY
4346,2124,2024-11-30,NULL,NULL,2025-05-29,1,paid_search,A,40-70k,25-34,Other
4347,6064,2025-11-22,NULL,NULL,2026-05-21,NULL,affiliate,A,40-70k,45-54,NY
4350,1650,2024-10-01,NULL,NULL,2025-03-30,1,organic,A,70-110k,55+,Other
4351,4216,2025-07-23,NULL,NULL,2026-01-19,NULL,referral,C,40-70k,25-34,Other
4352,1882,2024-11-15,7889,2025-01-15,2025-05-14,0,organic,B,40-70k,55+,NJ
4354,1354,2024-08-18,7890,2024-10-10,2025-02-14,0,partnership,A,<40k,35-44,Other
4357,3168,2025-03-20,NULL,NULL,2025-09-16,1,paid_search,B,70-110k,45-54,Other
4361,6771,2025-12-20,NULL,NULL,2026-06-18,NULL,partnership,A,70-110k,18-24,NY
4362,2702,2025-02-05,NULL,NULL,2025-08-04,1,organic,B,<40k,25-34,Other
4363,4715,2025-08-24,NULL,NULL,2026-02-20,NULL,affiliate,B,<40k,35-44,Other
4364,2115,2024-11-06,NULL,NULL,2025-05-05,1,partnership,B,70-110k,35-44,NJ
4366,2032,2024-11-27,7891,2025-01-19,2025-05-26,0,affiliate,A,40-70k,25-34,NY
4367,1765,2024-10-20,NULL,NULL,2025-04-18,1,partnership,A,110k+,55+,Other
4368,4044,2025-06-07,7892,2025-11-17,2025-12-04,0,affiliate,A,70-110k,25-34,NY
4369,3142,2025-03-05,7893,2025-06-28,2025-09-01,0,referral,A,70-110k,25-34,Other
4371,4800,2025-08-26,NULL,NULL,2026-02-22,NULL,paid_search,B,70-110k,25-34,Other
4376,1408,2024-08-01,7894,2024-11-20,2025-01-28,0,paid_search,A,110k+,45-54,Other
4377,4452,2025-07-08,NULL,NULL,2026-01-04,NULL,organic,A,40-70k,25-34,NJ
4380,3522,2025-05-10,NULL,NULL,2025-11-06,1,paid_search,B,40-70k,25-34,Other
4381,6772,2025-12-08,NULL,NULL,2026-06-06,NULL,organic,A,70-110k,35-44,NJ
4382,5408,2025-09-05,NULL,NULL,2026-03-04,NULL,partnership,B,<40k,45-54,NY
4385,6664,2025-12-30,NULL,NULL,2026-06-28,NULL,referral,A,110k+,35-44,NY
4386,2677,2025-02-23,7895,2025-04-01,2025-08-22,0,paid_search,A,70-110k,35-44,Other
4387,1616,2024-09-03,7896,2024-12-07,2025-03-02,0,referral,A,70-110k,25-34,Other
4388,3380,2025-04-24,NULL,NULL,2025-10-21,1,organic,B,70-110k,55+,NY
4389,6337,2025-11-05,NULL,NULL,2026-05-04,NULL,affiliate,B,40-70k,25-34,NY
4394,4240,2025-07-15,NULL,NULL,2026-01-11,NULL,paid_search,C,70-110k,35-44,Other
4397,6327,2025-11-20,NULL,NULL,2026-05-19,NULL,paid_search,A,110k+,25-34,NY
4398,3738,2025-05-27,NULL,NULL,2025-11-23,1,paid_search,A,40-70k,18-24,Other
4399,3302,2025-04-15,NULL,NULL,2025-10-12,1,paid_search,A,110k+,35-44,NJ
4402,4704,2025-08-31,NULL,NULL,2026-02-27,NULL,affiliate,A,70-110k,35-44,NJ
4404,1677,2024-10-17,NULL,NULL,2025-04-15,1,paid_search,C,40-70k,25-34,NY
4405,1868,2024-11-10,NULL,NULL,2025-05-09,1,paid_search,B,110k+,25-34,NY
4412,1303,2024-08-25,NULL,NULL,2025-02-21,1,partnership,A,40-70k,35-44,NJ
4413,2261,2024-12-19,7897,2024-12-26,2025-06-17,0,partnership,A,70-110k,35-44,Other
4414,1732,2024-10-29,NULL,NULL,2025-04-27,1,organic,C,<40k,18-24,NY
4415,3121,2025-03-26,NULL,NULL,2025-09-22,1,paid_search,B,<40k,35-44,Other
4419,2972,2025-03-15,7898,2025-03-24,2025-09-11,0,referral,A,70-110k,55+,NY
4421,1513,2024-09-05,NULL,NULL,2025-03-04,1,referral,A,40-70k,55+,Other
4422,1437,2024-08-10,NULL,NULL,2025-02-06,1,organic,A,40-70k,35-44,NJ
4423,1932,2024-11-28,NULL,NULL,2025-05-27,1,paid_search,A,110k+,25-34,Other
4425,6806,2025-12-01,NULL,NULL,2026-05-30,NULL,paid_search,B,70-110k,45-54,NY
4426,3884,2025-06-11,NULL,NULL,2025-12-08,1,referral,A,40-70k,25-34,NJ
4427,5718,2025-10-29,NULL,NULL,2026-04-27,NULL,paid_search,A,40-70k,35-44,Other
4428,6765,2025-12-15,NULL,NULL,2026-06-13,NULL,organic,A,110k+,18-24,Other
4430,2500,2025-01-18,7899,2025-02-03,2025-07-17,0,organic,A,70-110k,35-44,NY
4431,5682,2025-10-14,NULL,NULL,2026-04-12,NULL,organic,A,110k+,25-34,Other
4433,1683,2024-10-06,7900,2025-01-29,2025-04-04,0,paid_search,A,40-70k,45-54,NY
4439,2621,2025-01-15,7901,2025-02-05,2025-07-14,0,affiliate,A,110k+,25-34,NY
4441,7063,2025-12-17,NULL,NULL,2026-06-15,NULL,affiliate,A,70-110k,35-44,NY
4443,2970,2025-03-26,7902,2025-04-02,2025-09-22,0,organic,B,70-110k,55+,Other
4445,4046,2025-06-17,NULL,NULL,2025-12-14,1,affiliate,B,40-70k,25-34,NY
4450,3649,2025-05-08,7903,2025-06-15,2025-11-04,0,affiliate,A,40-70k,45-54,Other
4454,2659,2025-02-05,7904,2025-02-13,2025-08-04,0,paid_search,A,<40k,18-24,Other
4457,1558,2024-09-09,7905,2025-01-12,2025-03-08,0,affiliate,B,70-110k,55+,NY
4459,2420,2024-12-20,NULL,NULL,2025-06-18,1,paid_search,A,110k+,45-54,Other
4460,1537,2024-09-08,NULL,NULL,2025-03-07,1,affiliate,A,70-110k,35-44,NY
4461,1903,2024-11-20,NULL,NULL,2025-05-19,1,paid_search,A,110k+,25-34,Other
4462,2591,2025-01-29,7906,2025-04-24,2025-07-28,0,partnership,B,40-70k,25-34,NY
4463,4392,2025-07-23,NULL,NULL,2026-01-19,NULL,organic,A,40-70k,45-54,Other
4464,1415,2024-08-12,NULL,NULL,2025-02-08,1,organic,A,110k+,18-24,Other
4465,6221,2025-11-19,NULL,NULL,2026-05-18,NULL,organic,A,110k+,25-34,NY
4467,1737,2024-10-25,NULL,NULL,2025-04-23,1,affiliate,A,70-110k,25-34,Other
4468,3516,2025-05-12,NULL,NULL,2025-11-08,1,paid_search,A,40-70k,35-44,Other
4469,2709,2025-02-27,7907,2025-08-20,2025-08-26,0,paid_search,C,40-70k,18-24,Other
4472,3043,2025-03-21,7908,2025-05-21,2025-09-17,0,paid_search,C,<40k,25-34,Other
4473,3269,2025-04-28,NULL,NULL,2025-10-25,1,partnership,A,70-110k,25-34,NY
4474,4412,2025-07-12,NULL,NULL,2026-01-08,NULL,referral,B,40-70k,35-44,Other
4475,6396,2025-11-18,NULL,NULL,2026-05-17,NULL,paid_search,A,40-70k,18-24,NY
4476,3122,2025-03-01,7909,2025-03-20,2025-08-28,0,paid_search,A,70-110k,45-54,NY
4480,2296,2024-12-06,NULL,NULL,2025-06-04,1,paid_search,C,70-110k,45-54,NJ
4483,2269,2024-12-17,7910,2025-01-18,2025-06-15,0,affiliate,A,40-70k,25-34,Other
4484,2658,2025-02-17,NULL,NULL,2025-08-16,1,organic,B,70-110k,25-34,Other
4485,2259,2024-12-25,7911,2025-05-10,2025-06-23,0,paid_search,A,70-110k,25-34,NY
4487,2220,2024-12-25,NULL,NULL,2025-06-23,1,partnership,B,<40k,45-54,Other
4489,6239,2025-11-23,NULL,NULL,2026-05-22,NULL,organic,A,40-70k,35-44,Other
4494,3124,2025-03-13,7912,2025-07-18,2025-09-09,0,partnership,A,40-70k,25-34,NY
4496,7132,2025-12-12,NULL,NULL,2026-06-10,NULL,organic,D,70-110k,35-44,NJ
4499,1561,2024-09-14,NULL,NULL,2025-03-13,1,partnership,A,<40k,35-44,Other
4500,5350,2025-09-17,NULL,NULL,2026-03-16,NULL,paid_search,A,40-70k,55+,Other
4501,4233,2025-07-08,NULL,NULL,2026-01-04,NULL,organic,A,110k+,35-44,NY
4504,3643,2025-05-24,NULL,NULL,2025-11-20,1,organic,A,<40k,35-44,Other
4506,5901,2025-10-27,NULL,NULL,2026-04-25,NULL,organic,A,70-110k,18-24,NY
4509,2247,2024-12-05,NULL,NULL,2025-06-03,1,partnership,A,<40k,25-34,Other
4512,1379,2024-08-10,7913,2024-10-08,2025-02-06,0,partnership,B,40-70k,55+,NY
4513,1482,2024-09-25,NULL,NULL,2025-03-24,1,paid_search,A,40-70k,25-34,NY
4514,1483,2024-09-29,NULL,NULL,2025-03-28,1,referral,B,40-70k,25-34,Other
4516,4490,2025-07-17,NULL,NULL,2026-01-13,NULL,referral,A,70-110k,35-44,Other
4518,6310,2025-11-04,NULL,NULL,2026-05-03,NULL,organic,A,70-110k,25-34,NY
4520,4310,2025-07-21,NULL,NULL,2026-01-17,NULL,affiliate,B,40-70k,35-44,Other
4522,1314,2024-08-08,7914,2024-08-31,2025-02-04,0,affiliate,B,70-110k,25-34,Other
4523,1799,2024-10-05,NULL,NULL,2025-04-03,1,organic,A,70-110k,35-44,NY
4526,4377,2025-07-08,NULL,NULL,2026-01-04,NULL,organic,B,110k+,45-54,Other
4529,2607,2025-01-23,NULL,NULL,2025-07-22,1,paid_search,B,110k+,45-54,NJ
4530,2670,2025-02-18,NULL,NULL,2025-08-17,1,organic,B,70-110k,25-34,Other
4532,3553,2025-05-15,7915,2025-10-20,2025-11-11,0,organic,A,40-70k,55+,NJ
4534,4386,2025-07-03,7916,2025-10-19,2025-12-30,0,partnership,A,70-110k,25-34,NY
4535,2441,2024-12-19,NULL,NULL,2025-06-17,1,paid_search,A,<40k,55+,Other
4536,1688,2024-10-30,NULL,NULL,2025-04-28,1,paid_search,C,70-110k,55+,NY
4537,5479,2025-10-05,NULL,NULL,2026-04-03,NULL,organic,A,70-110k,25-34,Other
4541,3689,2025-05-13,NULL,NULL,2025-11-09,1,referral,A,<40k,45-54,NY
4543,2596,2025-01-09,NULL,NULL,2025-07-08,1,organic,A,40-70k,25-34,NY
4545,3148,2025-03-19,NULL,NULL,2025-09-15,1,paid_search,C,<40k,18-24,NY
4547,2502,2025-01-06,NULL,NULL,2025-07-05,1,affiliate,A,40-70k,55+,Other
4549,1473,2024-09-13,7917,2024-11-03,2025-03-12,0,organic,A,<40k,35-44,NY
4554,5636,2025-10-14,NULL,NULL,2026-04-12,NULL,affiliate,B,40-70k,45-54,Other
4560,1745,2024-10-07,7918,2024-12-22,2025-04-05,0,organic,A,70-110k,18-24,NY
4561,2913,2025-03-31,NULL,NULL,2025-09-27,1,referral,A,70-110k,25-34,Other
4563,5939,2025-10-24,NULL,NULL,2026-04-22,NULL,referral,B,110k+,45-54,NY
4564,5948,2025-10-13,NULL,NULL,2026-04-11,NULL,organic,A,40-70k,45-54,Other
4565,6406,2025-11-03,NULL,NULL,2026-05-02,NULL,partnership,C,70-110k,35-44,Other
4567,5209,2025-09-06,NULL,NULL,2026-03-05,NULL,paid_search,B,70-110k,18-24,Other
4570,4544,2025-07-22,NULL,NULL,2026-01-18,NULL,affiliate,A,<40k,35-44,NJ
4571,2550,2025-01-10,7919,2025-03-15,2025-07-09,0,referral,B,70-110k,25-34,NY
4574,5683,2025-10-09,NULL,NULL,2026-04-07,NULL,organic,A,70-110k,25-34,NJ
4575,3694,2025-05-17,NULL,NULL,2025-11-13,1,referral,A,110k+,45-54,NY
4576,5271,2025-09-15,NULL,NULL,2026-03-14,NULL,affiliate,C,40-70k,45-54,NY
4577,1789,2024-10-02,NULL,NULL,2025-03-31,1,paid_search,B,40-70k,25-34,Other
4578,4114,2025-06-21,7920,2025-09-21,2025-12-18,0,organic,B,110k+,55+,NJ
4582,1525,2024-09-07,NULL,NULL,2025-03-06,1,partnership,A,40-70k,35-44,Other
4584,1606,2024-09-27,7921,2024-11-14,2025-03-26,0,organic,A,110k+,45-54,Other
4586,3540,2025-05-29,NULL,NULL,2025-11-25,1,paid_search,B,70-110k,45-54,NY
4589,5071,2025-09-03,NULL,NULL,2026-03-02,NULL,paid_search,B,70-110k,25-34,Other
4591,3009,2025-03-21,NULL,NULL,2025-09-17,1,partnership,A,70-110k,45-54,NJ
