customer_id,total_payment_180d,total_loss_180d,net_ltv_180d,pareto_x,cum_ltv_180d,pareto_y
1860,535.69,0.00,535.69,47.52,1880483.07,70.230443
3023,535.27,0.00,535.27,47.54,1881018.34,70.250434
559,535.24,0.00,535.24,47.56,1881553.58,70.270423
2434,535.23,0.00,535.23,47.58,1882088.81,70.290412
6363,535.17,0.00,535.17,47.60,1882623.98,70.310400
3381,535.00,0.00,535.00,47.62,1883158.98,70.330380
3310,534.90,0.00,534.90,47.64,1883693.88,70.350357
10428,534.41,0.00,534.41,47.66,1884228.29,70.370316
7630,534.27,0.00,534.27,47.69,1884762.56,70.390269
5521,533.66,0.00,533.66,47.71,1885296.22,70.410200
708,533.57,0.00,533.57,47.73,1885829.79,70.430127
7254,533.50,0.00,533.50,47.75,1886363.29,70.450052
6881,533.36,0.00,533.36,47.77,1886896.65,70.469971
2733,533.34,0.00,533.34,47.79,1887429.99,70.489890
4213,533.34,0.00,533.34,47.81,1887963.33,70.509808
2253,533.30,0.00,533.30,47.83,1888496.63,70.529725
854,533.28,0.00,533.28,47.85,1889029.91,70.549642
3855,533.16,0.00,533.16,47.88,1889563.07,70.569554
7643,532.89,0.00,532.89,47.90,1890095.96,70.589456
3021,532.80,0.00,532.80,47.92,1890628.76,70.609354
4267,532.61,0.00,532.61,47.94,1891161.37,70.629246
5937,531.98,0.00,531.98,47.96,1891693.35,70.649113
11519,531.98,0.00,531.98,47.98,1892225.33,70.668981
1401,531.36,0.00,531.36,48.00,1892756.69,70.688826
1651,531.15,0.00,531.15,48.02,1893287.84,70.708663
3861,531.13,0.00,531.13,48.04,1893818.97,70.728499
2436,531.00,0.00,531.00,48.07,1894349.97,70.748330
2542,530.75,0.00,530.75,48.09,1894880.72,70.768152
3754,530.59,0.00,530.59,48.11,1895411.31,70.787968
8812,530.48,0.00,530.48,48.13,1895941.79,70.807780
8176,530.34,0.00,530.34,48.15,1896472.13,70.827587
2714,529.96,0.00,529.96,48.17,1897002.09,70.847379
1988,529.68,0.00,529.68,48.19,1897531.77,70.867161
117,529.56,0.00,529.56,48.21,1898061.33,70.886939
5309,529.54,0.00,529.54,48.24,1898590.87,70.906715
7134,529.50,0.00,529.50,48.26,1899120.37,70.926491
10648,529.50,0.00,529.50,48.28,1899649.87,70.946266
1086,529.45,0.00,529.45,48.30,1900179.32,70.966039
11176,529.44,0.00,529.44,48.32,1900708.76,70.985812
4120,529.35,0.00,529.35,48.34,1901238.11,71.005582
3379,529.22,0.00,529.22,48.36,1901767.33,71.025347
990,529.11,0.00,529.11,48.38,1902296.44,71.045107
11199,529.05,0.00,529.05,48.40,1902825.49,71.064866
7303,529.02,0.00,529.02,48.43,1903354.51,71.084623
3402,528.47,0.00,528.47,48.45,1903882.98,71.104360
12653,528.47,0.00,528.47,48.47,1904411.45,71.124097
5075,528.30,0.00,528.30,48.49,1904939.75,71.143827
3649,528.30,0.00,528.30,48.51,1905468.05,71.163557
139,528.15,0.00,528.15,48.53,1905996.20,71.183282
1712,528.05,0.00,528.05,48.55,1906524.25,71.203003
3491,528.03,0.00,528.03,48.57,1907052.28,71.222724
3,528.02,0.00,528.02,48.59,1907580.30,71.242444
8839,528.00,0.00,528.00,48.62,1908108.30,71.262163
6249,527.89,0.00,527.89,48.64,1908636.19,71.281878
4299,527.81,0.00,527.81,48.66,1909164.00,71.301590
3563,527.72,0.00,527.72,48.68,1909691.72,71.321299
7113,527.65,0.00,527.65,48.70,1910219.37,71.341005
4350,527.53,0.00,527.53,48.72,1910746.90,71.360707
8430,527.32,0.00,527.32,48.74,1911274.22,71.380401
2270,527.18,0.00,527.18,48.76,1911801.40,71.400089
1343,527.05,0.00,527.05,48.78,1912328.45,71.419773
11285,527.01,0.00,527.01,48.81,1912855.46,71.439455
4354,526.93,0.00,526.93,48.83,1913382.39,71.459135
1168,526.54,0.00,526.54,48.85,1913908.93,71.478799
4702,526.17,0.00,526.17,48.87,1914435.10,71.498450
5131,526.04,0.00,526.04,48.89,1914961.14,71.518096
8546,526.01,0.00,526.01,48.91,1915487.15,71.537741
2590,525.85,0.00,525.85,48.93,1916013.00,71.557380
3169,525.48,0.00,525.48,48.95,1916538.48,71.577005
10256,525.37,0.00,525.37,48.97,1917063.85,71.596626
8808,525.32,0.00,525.32,49.00,1917589.17,71.616245
1611,525.23,0.00,525.23,49.02,1918114.40,71.635861
8588,525.13,0.00,525.13,49.04,1918639.53,71.655473
7080,525.06,0.00,525.06,49.06,1919164.59,71.675082
3038,524.90,0.00,524.90,49.08,1919689.49,71.694686
6895,524.66,0.00,524.66,49.10,1920214.15,71.714280
640,524.62,0.00,524.62,49.12,1920738.77,71.733873
6798,524.62,0.00,524.62,49.14,1921263.39,71.753466
1060,524.56,0.00,524.56,49.17,1921787.95,71.773057
553,524.54,0.00,524.54,49.19,1922312.49,71.792647
3705,524.51,0.00,524.51,49.21,1922837.00,71.812236
2247,524.47,0.00,524.47,49.23,1923361.47,71.831823
3284,523.97,0.00,523.97,49.25,1923885.44,71.851392
3915,523.93,0.00,523.93,49.27,1924409.37,71.870959
2096,523.92,0.00,523.92,49.29,1924933.29,71.890526
3870,523.87,0.00,523.87,49.31,1925457.16,71.910091
7249,523.85,0.00,523.85,49.33,1925981.01,71.929655
981,523.80,0.00,523.80,49.36,1926504.81,71.949218
497,523.78,0.00,523.78,49.38,1927028.59,71.968779
2482,523.66,0.00,523.66,49.40,1927552.25,71.988337
2218,523.65,0.00,523.65,49.42,1928075.90,72.007893
6202,523.63,0.00,523.63,49.44,1928599.53,72.027449
5921,523.52,0.00,523.52,49.46,1929123.05,72.047001
1683,523.51,0.00,523.51,49.48,1929646.56,72.066553
6890,523.32,0.00,523.32,49.50,1930169.88,72.086097
3096,523.05,0.00,523.05,49.52,1930692.93,72.105632
582,522.87,0.00,522.87,49.55,1931215.80,72.125159
8540,522.53,0.00,522.53,49.57,1931738.33,72.144674
9067,522.47,0.00,522.47,49.59,1932260.80,72.164187
7626,522.27,0.00,522.27,49.61,1932783.07,72.183692
2440,522.22,0.00,522.22,49.63,1933305.29,72.203196
6888,522.11,0.00,522.11,49.65,1933827.40,72.222695
5905,521.89,0.00,521.89,49.67,1934349.29,72.242186
6180,521.85,0.00,521.85,49.69,1934871.14,72.261675
5637,521.58,0.00,521.58,49.71,1935392.72,72.281155
5269,521.55,0.00,521.55,49.74,1935914.27,72.300633
10521,521.49,0.00,521.49,49.76,1936435.76,72.320109
4254,521.40,0.00,521.40,49.78,1936957.16,72.339582
6223,521.04,0.00,521.04,49.80,1937478.20,72.359041
4368,520.60,0.00,520.60,49.82,1937998.80,72.378484
190,520.27,0.00,520.27,49.84,1938519.07,72.397915
4190,520.21,0.00,520.21,49.86,1939039.28,72.417343
11,520.19,0.00,520.19,49.88,1939559.47,72.436771
1947,519.97,0.00,519.97,49.90,1940079.44,72.456190
6929,519.93,0.00,519.93,49.93,1940599.37,72.475608
4520,519.73,0.00,519.73,49.95,1941119.10,72.495018
2765,519.60,0.00,519.60,49.97,1941638.70,72.514424
7120,519.57,0.00,519.57,49.99,1942158.27,72.533828
3693,519.45,0.00,519.45,50.01,1942677.72,72.553228
2872,519.43,0.00,519.43,50.03,1943197.15,72.572627
5455,519.24,0.00,519.24,50.05,1943716.39,72.592019
6224,519.13,0.00,519.13,50.07,1944235.52,72.611407
2211,518.65,0.00,518.65,50.10,1944754.17,72.630777
7473,518.62,0.00,518.62,50.12,1945272.79,72.650146
1208,518.52,0.00,518.52,50.14,1945791.31,72.669511
2308,518.44,0.00,518.44,50.16,1946309.75,72.688873
5776,518.34,0.00,518.34,50.18,1946828.09,72.708232
1005,518.23,0.00,518.23,50.20,1947346.32,72.727586
7725,517.86,0.00,517.86,50.22,1947864.18,72.746927
6066,517.66,0.00,517.66,50.24,1948381.84,72.766260
3686,517.32,0.00,517.32,50.26,1948899.16,72.785580
2378,517.22,0.00,517.22,50.29,1949416.38,72.804897
9305,516.89,0.00,516.89,50.31,1949933.27,72.824201
960,516.83,0.00,516.83,50.33,1950450.10,72.843503
3069,516.82,0.00,516.82,50.35,1950966.92,72.862805
3827,516.81,0.00,516.81,50.37,1951483.73,72.882106
11614,516.74,0.00,516.74,50.39,1952000.47,72.901405
1125,516.64,0.00,516.64,50.41,1952517.11,72.920700
1112,516.56,0.00,516.56,50.43,1953033.67,72.939992
617,516.50,0.00,516.50,50.45,1953550.17,72.959281
9525,516.37,0.00,516.37,50.48,1954066.54,72.978566
5188,516.21,0.00,516.21,50.50,1954582.75,72.997845
975,516.16,0.00,516.16,50.52,1955098.91,73.017122
600,515.83,0.00,515.83,50.54,1955614.74,73.036387
4303,515.56,0.00,515.56,50.56,1956130.30,73.055642
3585,515.37,0.00,515.37,50.58,1956645.67,73.074889
7204,515.10,0.00,515.10,50.60,1957160.77,73.094127
2821,515.06,0.00,515.06,50.62,1957675.83,73.113363
1679,514.79,0.00,514.79,50.64,1958190.62,73.132588
10026,514.60,0.00,514.60,50.67,1958705.22,73.151807
2534,514.30,0.00,514.30,50.69,1959219.52,73.171015
7583,513.90,0.00,513.90,50.71,1959733.42,73.190207
9830,513.65,0.00,513.65,50.73,1960247.07,73.209391
1230,513.35,0.00,513.35,50.75,1960760.42,73.228563
3547,513.32,0.00,513.32,50.77,1961273.74,73.247734
2382,513.13,0.00,513.13,50.79,1961786.87,73.266898
12948,513.05,0.00,513.05,50.81,1962299.92,73.286059
2458,512.98,0.00,512.98,50.83,1962812.90,73.305217
1468,512.76,0.00,512.76,50.86,1963325.66,73.324367
9954,512.76,0.00,512.76,50.88,1963838.42,73.343517
7930,512.58,0.00,512.58,50.90,1964351.00,73.362660
3063,512.42,0.00,512.42,50.92,1964863.42,73.381798
5890,512.32,0.00,512.32,50.94,1965375.74,73.400931
8212,512.28,0.00,512.28,50.96,1965888.02,73.420063
1901,512.15,0.00,512.15,50.98,1966400.17,73.439191
6467,511.98,0.00,511.98,51.00,1966912.15,73.458312
313,511.94,0.00,511.94,51.03,1967424.09,73.477431
6053,511.43,0.00,511.43,51.05,1967935.52,73.496531
4523,510.90,0.00,510.90,51.07,1968446.42,73.515612
7918,510.86,0.00,510.86,51.09,1968957.28,73.534691
4220,510.50,0.00,510.50,51.11,1969467.78,73.553757
4398,510.48,0.00,510.48,51.13,1969978.26,73.572822
5228,510.46,0.00,510.46,51.15,1970488.72,73.591886
11035,510.18,0.00,510.18,51.17,1970998.90,73.610940
12369,510.17,0.00,510.17,51.19,1971509.07,73.629993
1342,509.72,0.00,509.72,51.22,1972018.79,73.649029
4593,509.60,0.00,509.60,51.24,1972528.39,73.668061
5026,509.51,0.00,509.51,51.26,1973037.90,73.687090
949,509.43,0.00,509.43,51.28,1973547.33,73.706116
1397,509.41,0.00,509.41,51.30,1974056.74,73.725141
3089,509.35,0.00,509.35,51.32,1974566.09,73.744164
3438,509.03,0.00,509.03,51.34,1975075.12,73.763174
3292,508.93,0.00,508.93,51.36,1975584.05,73.782181
233,508.84,0.00,508.84,51.38,1976092.89,73.801185
2715,508.62,0.00,508.62,51.41,1976601.51,73.820180
4721,508.35,0.00,508.35,51.43,1977109.86,73.839166
11782,508.32,0.00,508.32,51.45,1977618.18,73.858150
7468,508.19,0.00,508.19,51.47,1978126.37,73.877129
2945,508.18,0.00,508.18,51.49,1978634.55,73.896108
6690,508.05,0.00,508.05,51.51,1979142.60,73.915083
9594,507.92,0.00,507.92,51.53,1979650.52,73.934052
6952,507.85,0.00,507.85,51.55,1980158.37,73.953019
9092,507.75,0.00,507.75,51.57,1980666.12,73.971981
3289,507.74,0.00,507.74,51.60,1981173.86,73.990944
5931,507.66,0.00,507.66,51.62,1981681.52,74.009904
9376,507.52,0.00,507.52,51.64,1982189.04,74.028858
5486,507.37,0.00,507.37,51.66,1982696.41,74.047807
12270,507.36,0.00,507.36,51.68,1983203.77,74.066755
3530,507.35,0.00,507.35,51.70,1983711.12,74.085703
4462,507.25,0.00,507.25,51.72,1984218.37,74.104647
939,507.12,0.00,507.12,51.74,1984725.49,74.123587
5480,507.12,0.00,507.12,51.76,1985232.61,74.142526
4586,507.09,0.00,507.09,51.79,1985739.70,74.161465
1121,507.09,0.00,507.09,51.81,1986246.79,74.180403
4800,506.65,0.00,506.65,51.83,1986753.44,74.199325
2736,506.55,0.00,506.55,51.85,1987259.99,74.218243
2955,506.53,0.00,506.53,51.87,1987766.52,74.237160
3502,506.25,0.00,506.25,51.89,1988272.77,74.256067
7041,506.00,0.00,506.00,51.91,1988778.77,74.274965
2966,505.40,0.00,505.40,51.93,1989284.17,74.293840
8515,505.04,0.00,505.04,51.96,1989789.21,74.312702
140,504.91,0.00,504.91,51.98,1990294.12,74.331559
10057,504.66,0.00,504.66,52.00,1990798.78,74.350406
10228,504.60,0.00,504.60,52.02,1991303.38,74.369251
557,504.25,0.00,504.25,52.04,1991807.63,74.388084
10113,504.22,0.00,504.22,52.06,1992311.85,74.406915
8341,503.99,0.00,503.99,52.08,1992815.84,74.425737
3751,503.95,0.00,503.95,52.10,1993319.79,74.444558
644,503.89,0.00,503.89,52.12,1993823.68,74.463377
10969,502.89,0.00,502.89,52.15,1994326.57,74.482159
10977,502.78,0.00,502.78,52.17,1994829.35,74.500936
7994,502.32,0.00,502.32,52.19,1995331.67,74.519696
11515,502.28,0.00,502.28,52.21,1995833.95,74.538455
4609,502.21,0.00,502.21,52.23,1996336.16,74.557211
2981,502.09,0.00,502.09,52.25,1996838.25,74.575962
2223,502.07,0.00,502.07,52.27,1997340.32,74.594713
6873,502.04,0.00,502.04,52.29,1997842.36,74.613463
6406,501.99,0.00,501.99,52.31,1998344.35,74.632211
2789,501.60,0.00,501.60,52.34,1998845.95,74.650944
1226,501.57,0.00,501.57,52.36,1999347.52,74.669676
6178,501.50,0.00,501.50,52.38,1999849.02,74.688406
8585,501.20,0.00,501.20,52.40,2000350.22,74.707124
1199,501.10,0.00,501.10,52.42,2000851.32,74.725839
2970,500.93,0.00,500.93,52.44,2001352.25,74.744547
2598,500.71,0.00,500.71,52.46,2001852.96,74.763247
290,500.65,0.00,500.65,52.48,2002353.61,74.781945
255,500.57,0.00,500.57,52.50,2002854.18,74.800639
7007,500.50,0.00,500.50,52.53,2003354.68,74.819332
9510,500.39,0.00,500.39,52.55,2003855.07,74.838020
8843,499.62,0.00,499.62,52.57,2004354.69,74.856679
6781,499.46,0.00,499.46,52.59,2004854.15,74.875332
862,499.27,0.00,499.27,52.61,2005353.42,74.893979
1609,499.18,0.00,499.18,52.63,2005852.60,74.912622
9831,499.01,0.00,499.01,52.65,2006351.61,74.931258
4421,498.69,0.00,498.69,52.67,2006850.30,74.949883
3889,498.64,0.00,498.64,52.69,2007348.94,74.968505
224,498.44,0.00,498.44,52.72,2007847.38,74.987121
9844,498.42,0.00,498.42,52.74,2008345.80,75.005735
7168,498.38,0.00,498.38,52.76,2008844.18,75.024348
4269,498.23,0.00,498.23,52.78,2009342.41,75.042956
11173,498.00,0.00,498.00,52.80,2009840.41,75.061554
5851,497.94,0.00,497.94,52.82,2010338.35,75.080151
5146,497.88,0.00,497.88,52.84,2010836.23,75.098745
4686,497.80,0.00,497.80,52.86,2011334.03,75.117337
6150,497.70,0.00,497.70,52.89,2011831.73,75.135924
7034,497.54,0.00,497.54,52.91,2012329.27,75.154506
943,497.48,0.00,497.48,52.93,2012826.75,75.173085
1154,497.42,0.00,497.42,52.95,2013324.17,75.191662
556,496.98,0.00,496.98,52.97,2013821.15,75.210223
3044,496.63,0.00,496.63,52.99,2014317.78,75.228771
665,496.37,0.00,496.37,53.01,2014814.15,75.247309
6599,496.30,0.00,496.30,53.03,2015310.45,75.265844
5209,496.12,0.00,496.12,53.05,2015806.57,75.284373
7603,496.09,0.00,496.09,53.08,2016302.66,75.302900
1756,495.80,0.00,495.80,53.10,2016798.46,75.321417
1643,495.65,0.00,495.65,53.12,2017294.11,75.339928
10,495.60,0.00,495.60,53.14,2017789.71,75.358437
12627,495.55,0.00,495.55,53.16,2018285.26,75.376944
5359,495.54,0.00,495.54,53.18,2018780.80,75.395451
5414,495.30,0.00,495.30,53.20,2019276.10,75.413949
2082,495.03,0.00,495.03,53.22,2019771.13,75.432437
6784,495.02,0.00,495.02,53.24,2020266.15,75.450925
1447,494.94,0.00,494.94,53.27,2020761.09,75.469409
1047,494.76,0.00,494.76,53.29,2021255.85,75.487887
11048,494.61,0.00,494.61,53.31,2021750.46,75.506359
3273,494.49,0.00,494.49,53.33,2022244.95,75.524827
647,494.29,0.00,494.29,53.35,2022739.24,75.543287
4316,494.24,0.00,494.24,53.37,2023233.48,75.561746
3804,493.96,0.00,493.96,53.39,2023727.44,75.580194
5887,493.87,0.00,493.87,53.41,2024221.31,75.598638
3527,493.60,0.00,493.60,53.43,2024714.91,75.617073
4281,493.59,0.00,493.59,53.46,2025208.50,75.635507
1690,493.39,0.00,493.39,53.48,2025701.89,75.653933
470,493.24,0.00,493.24,53.50,2026195.13,75.672354
3420,492.87,0.00,492.87,53.52,2026688.00,75.690762
3305,492.84,0.00,492.84,53.54,2027180.84,75.709168
4460,492.79,0.00,492.79,53.56,2027673.63,75.727572
4636,492.62,0.00,492.62,53.58,2028166.25,75.745970
12521,492.32,0.00,492.32,53.60,2028658.57,75.764357
967,492.25,0.00,492.25,53.63,2029150.82,75.782741
6516,491.94,0.00,491.94,53.65,2029642.76,75.801113
4980,491.32,0.00,491.32,53.67,2030134.08,75.819462
1972,491.03,0.00,491.03,53.69,2030625.11,75.837801
4079,490.86,0.00,490.86,53.71,2031115.97,75.856133
6625,490.85,0.00,490.85,53.73,2031606.82,75.874465
6522,490.69,0.00,490.69,53.75,2032097.51,75.892791
5604,490.52,0.00,490.52,53.77,2032588.03,75.911110
3482,490.48,0.00,490.48,53.79,2033078.51,75.929428
2983,490.43,0.00,490.43,53.82,2033568.94,75.947744
5682,490.39,0.00,490.39,53.84,2034059.33,75.966059
9495,490.39,0.00,490.39,53.86,2034549.72,75.984373
2707,490.25,0.00,490.25,53.88,2035039.97,76.002683
5837,490.18,0.00,490.18,53.90,2035530.15,76.020990
1141,490.16,0.00,490.16,53.92,2036020.31,76.039296
8859,490.01,0.00,490.01,53.94,2036510.32,76.057596
4322,489.97,0.00,489.97,53.96,2037000.29,76.075895
5634,489.48,0.00,489.48,53.98,2037489.77,76.094176
1456,489.45,0.00,489.45,54.01,2037979.22,76.112455
836,489.13,0.00,489.13,54.03,2038468.35,76.130723
9638,489.10,0.00,489.10,54.05,2038957.45,76.148989
12659,489.09,0.00,489.09,54.07,2039446.54,76.167255
2584,488.97,0.00,488.97,54.09,2039935.51,76.185517
8247,488.81,0.00,488.81,54.11,2040424.32,76.203772
4122,488.77,0.00,488.77,54.13,2040913.09,76.222026
7086,488.60,0.00,488.60,54.15,2041401.69,76.240274
10414,488.46,0.00,488.46,54.17,2041890.15,76.258517
2185,488.09,0.00,488.09,54.20,2042378.24,76.276745
4210,487.87,0.00,487.87,54.22,2042866.11,76.294966
7333,487.70,0.00,487.70,54.24,2043353.81,76.313180
4007,487.48,0.00,487.48,54.26,2043841.29,76.331386
11985,487.30,0.00,487.30,54.28,2044328.59,76.349585
185,487.28,0.00,487.28,54.30,2044815.87,76.367784
551,487.22,0.00,487.22,54.32,2045303.09,76.385980
2505,487.07,0.00,487.07,54.34,2045790.16,76.404170
9798,487.03,0.00,487.03,54.36,2046277.19,76.422360
506,486.80,0.00,486.80,54.39,2046763.99,76.440540
9032,486.61,0.00,486.61,54.41,2047250.60,76.458714
1929,486.38,0.00,486.38,54.43,2047736.98,76.476878
462,486.36,0.00,486.36,54.45,2048223.34,76.495042
2731,486.19,0.00,486.19,54.47,2048709.53,76.513200
3875,486.15,0.00,486.15,54.49,2049195.68,76.531356
8472,486.01,0.00,486.01,54.51,2049681.69,76.549508
8654,485.94,0.00,485.94,54.53,2050167.63,76.567656
5187,485.93,0.00,485.93,54.56,2050653.56,76.585804
2045,485.87,0.00,485.87,54.58,2051139.43,76.603950
6573,485.78,0.00,485.78,54.60,2051625.21,76.622092
8791,485.69,0.00,485.69,54.62,2052110.90,76.640231
528,485.48,0.00,485.48,54.64,2052596.38,76.658362
5400,485.45,0.00,485.45,54.66,2053081.83,76.676493
9002,485.03,0.00,485.03,54.68,2053566.86,76.694607
4597,484.94,0.00,484.94,54.70,2054051.80,76.712718
1672,484.81,0.00,484.81,54.72,2054536.61,76.730824
7760,484.63,0.00,484.63,54.75,2055021.24,76.748924
1268,484.47,0.00,484.47,54.77,2055505.71,76.767017
3353,484.45,0.00,484.45,54.79,2055990.16,76.785110
11949,484.14,0.00,484.14,54.81,2056474.30,76.803191
9857,483.89,0.00,483.89,54.83,2056958.19,76.821263
24,483.87,0.00,483.87,54.85,2057442.06,76.839334
4357,483.83,0.00,483.83,54.87,2057925.89,76.857404
8737,483.73,0.00,483.73,54.89,2058409.62,76.875470
7978,483.69,0.00,483.69,54.91,2058893.31,76.893534
1096,483.65,0.00,483.65,54.94,2059376.96,76.911597
8150,483.59,0.00,483.59,54.96,2059860.55,76.929658
7683,483.40,0.00,483.40,54.98,2060343.95,76.947711
2131,483.35,0.00,483.35,55.00,2060827.30,76.965763
3661,483.18,0.00,483.18,55.02,2061310.48,76.983808
3330,483.16,0.00,483.16,55.04,2061793.64,77.001853
4485,483.14,0.00,483.14,55.06,2062276.78,77.019897
703,483.03,0.00,483.03,55.08,2062759.81,77.037936
5086,482.95,0.00,482.95,55.10,2063242.76,77.055973
1491,482.72,0.00,482.72,55.13,2063725.48,77.074001
6821,482.65,0.00,482.65,55.15,2064208.13,77.092027
455,482.51,0.00,482.51,55.17,2064690.64,77.110047
4427,482.42,0.00,482.42,55.19,2065173.06,77.128064
934,482.33,0.00,482.33,55.21,2065655.39,77.146078
5683,482.29,0.00,482.29,55.23,2066137.68,77.164090
2306,482.22,0.00,482.22,55.25,2066619.90,77.182099
2069,482.11,0.00,482.11,55.27,2067102.01,77.200105
3866,481.94,0.00,481.94,55.29,2067583.95,77.218104
5977,481.79,0.00,481.79,55.32,2068065.74,77.236097
8017,481.77,0.00,481.77,55.34,2068547.51,77.254090
10932,481.66,0.00,481.66,55.36,2069029.17,77.272078
6290,481.23,0.00,481.23,55.38,2069510.40,77.290051
2498,480.86,0.00,480.86,55.40,2069991.26,77.308009
3550,480.74,0.00,480.74,55.42,2070472.00,77.325964
463,480.37,0.00,480.37,55.44,2070952.37,77.343904
5568,480.35,0.00,480.35,55.46,2071432.72,77.361844
2480,480.16,0.00,480.16,55.49,2071912.88,77.379776
5030,480.04,0.00,480.04,55.51,2072392.92,77.397704
5587,480.03,0.00,480.03,55.53,2072872.95,77.415632
7290,479.50,0.00,479.50,55.55,2073352.45,77.433540
2135,479.46,0.00,479.46,55.57,2073831.91,77.451446
7348,479.45,0.00,479.45,55.59,2074311.36,77.469352
13119,479.30,0.00,479.30,55.61,2074790.66,77.487253
9883,479.29,0.00,479.29,55.63,2075269.95,77.505153
7769,479.19,0.00,479.19,55.65,2075749.14,77.523049
7269,479.07,0.00,479.07,55.68,2076228.21,77.540941
1581,478.85,0.00,478.85,55.70,2076707.06,77.558825
3977,478.83,0.00,478.83,55.72,2077185.89,77.576707
4796,478.83,0.00,478.83,55.74,2077664.72,77.594590
5819,478.80,0.00,478.80,55.76,2078143.52,77.612472
4236,478.72,0.00,478.72,55.78,2078622.24,77.630351
18,478.56,0.00,478.56,55.80,2079100.80,77.648224
3391,478.40,0.00,478.40,55.82,2079579.20,77.666090
3198,478.20,0.00,478.20,55.84,2080057.40,77.683950
45,478.02,0.00,478.02,55.87,2080535.42,77.701802
5963,478.01,0.00,478.01,55.89,2081013.43,77.719655
2702,477.88,0.00,477.88,55.91,2081491.31,77.737502
687,477.66,0.00,477.66,55.93,2081968.97,77.755341
113,477.54,0.00,477.54,55.95,2082446.51,77.773176
1688,477.37,0.00,477.37,55.97,2082923.88,77.791004
6572,477.36,0.00,477.36,55.99,2083401.24,77.808832
431,477.27,0.00,477.27,56.01,2083878.51,77.826657
4352,477.20,0.00,477.20,56.03,2084355.71,77.844479
6283,477.06,0.00,477.06,56.06,2084832.77,77.862296
11268,476.94,0.00,476.94,56.08,2085309.71,77.880108
8885,476.70,0.00,476.70,56.10,2085786.41,77.897911
526,476.68,0.00,476.68,56.12,2086263.09,77.915714
2540,476.50,0.00,476.50,56.14,2086739.59,77.933510
2630,476.30,0.00,476.30,56.16,2087215.89,77.951298
12303,476.20,0.00,476.20,56.18,2087692.09,77.969083
8495,476.05,0.00,476.05,56.20,2088168.14,77.986862
1452,475.99,0.00,475.99,56.22,2088644.13,78.004639
2407,475.72,0.00,475.72,56.25,2089119.85,78.022405
13,475.65,0.00,475.65,56.27,2089595.50,78.040169
2805,475.46,0.00,475.46,56.29,2090070.96,78.057926
4070,475.12,0.00,475.12,56.31,2090546.08,78.075671
2655,475.05,0.00,475.05,56.33,2091021.13,78.093412
1810,475.02,0.00,475.02,56.35,2091496.15,78.111153
3650,474.88,0.00,474.88,56.37,2091971.03,78.128888
5022,474.79,0.00,474.79,56.39,2092445.82,78.146620
283,474.63,0.00,474.63,56.42,2092920.45,78.164346
10066,474.43,0.00,474.43,56.44,2093394.88,78.182065
5966,474.39,0.00,474.39,56.46,2093869.27,78.199782
8068,473.68,0.00,473.68,56.48,2094342.95,78.217473
3623,473.61,0.00,473.61,56.50,2094816.56,78.235160
8222,473.21,0.00,473.21,56.52,2095289.77,78.252833
12244,473.15,0.00,473.15,56.54,2095762.92,78.270504
656,472.95,0.00,472.95,56.56,2096235.87,78.288167
3533,472.86,0.00,472.86,56.58,2096708.73,78.305827
1521,472.60,0.00,472.60,56.61,2097181.33,78.323478
5473,472.50,0.00,472.50,56.63,2097653.83,78.341124
11567,472.39,0.00,472.39,56.65,2098126.22,78.358766
4799,472.34,0.00,472.34,56.67,2098598.56,78.376407
6885,472.20,0.00,472.20,56.69,2099070.76,78.394042
1405,472.19,0.00,472.19,56.71,2099542.95,78.411677
518,471.70,0.00,471.70,56.73,2100014.65,78.429294
4536,471.66,0.00,471.66,56.75,2100486.31,78.446909
26,471.58,0.00,471.58,56.77,2100957.89,78.464521
11521,471.54,0.00,471.54,56.80,2101429.43,78.482131
4059,471.52,0.00,471.52,56.82,2101900.95,78.499741
804,471.43,0.00,471.43,56.84,2102372.38,78.517348
207,471.36,0.00,471.36,56.86,2102843.74,78.534952
11336,471.17,0.00,471.17,56.88,2103314.91,78.552549
1191,471.09,0.00,471.09,56.90,2103786.00,78.570142
1016,471.03,0.00,471.03,56.92,2104257.03,78.587734
9868,470.48,0.00,470.48,56.94,2104727.51,78.605305
8295,470.30,0.00,470.30,56.96,2105197.81,78.622869
9929,470.11,0.00,470.11,56.99,2105667.92,78.640426
3778,469.96,0.00,469.96,57.01,2106137.88,78.657978
10880,469.65,0.00,469.65,57.03,2106607.53,78.675518
3269,469.63,0.00,469.63,57.05,2107077.16,78.693057
2093,469.60,0.00,469.60,57.07,2107546.76,78.710596
4728,469.50,0.00,469.50,57.09,2108016.26,78.728130
4474,469.48,0.00,469.48,57.11,2108485.74,78.745664
2352,469.48,0.00,469.48,57.13,2108955.22,78.763197
2015,469.45,0.00,469.45,57.15,2109424.67,78.780730
4445,469.20,0.00,469.20,57.18,2109893.87,78.798253
5693,469.18,0.00,469.18,57.20,2110363.05,78.815776
9301,469.00,0.00,469.00,57.22,2110832.05,78.833291
5484,468.87,0.00,468.87,57.24,2111300.92,78.850802
1913,468.57,0.00,468.57,57.26,2111769.49,78.868302
5408,468.18,0.00,468.18,57.28,2112237.67,78.885787
1631,468.05,0.00,468.05,57.30,2112705.72,78.903267
7061,467.94,0.00,467.94,57.32,2113173.66,78.920744
9833,467.77,0.00,467.77,57.35,2113641.43,78.938213
